Origin,Acc_exponential,Acc_cumulative
110643009,309430.711115498,547002
110643010,309981.48832900816,547002
110643011,308833.50440711406,547677
110643012,309950.0052823395,547002
110643013,305106.3368325688,547002
110643014,296763.7132926111,547002
110643015,310209.7812247251,547002
110643016,304242.52177321195,547002
110643017,299299.76266495226,547002
110643018,290005.65962915163,546461
110643019,296284.06898625696,547002
110643020,304462.5448651626,547002
110644001,290046.92628543806,546461
110644002,299742.12788333354,547002
110644003,294270.8525135804,546461
110644004,303481.45434514503,547002
110644005,292673.95222570037,546461
110644006,294956.7966495064,546461
110644007,298219.3152151663,547002
110644008,306272.5556577503,547002
110644009,299133.8815944906,547002
110644010,287589.7491708011,547002
110644011,299521.0493413845,547002
110644012,296472.67646910355,547002
110644013,309162.64849919744,547733
110644014,304635.4450914244,547002
110644015,299249.78187183826,547002
110644016,301292.44798974256,547002
110644017,299512.47831292707,547002
110644018,292511.8636083419,547002
110644019,293066.5043841692,547002
110644020,300095.24997387856,547002
110644021,296024.56420515705,547002
110644022,297531.6714472607,547002
110644023,306160.8344085231,547733
110644024,298926.71964358806,547677
110644025,306540.81460387167,547002
110644026,294913.62712327513,547002
110644027,300437.6826964463,547002
110644028,298173.3772800223,547002
110644029,312233.4581725209,547733
110644030,298463.809287828,547002
110644031,293438.4365190021,547002
110644032,294665.38335884246,547002
110644033,305887.8079120627,547733
110644034,298921.15786893846,547002
110644035,295175.13508550695,547002
110644036,302522.2417845183,547733
110644037,295579.6039810414,547002
110644038,297930.17214058153,547002
110644039,298841.92191434395,547733
110645001,282210.8949171646,547002
110645002,286868.31643423095,547677
110645003,289481.7426323322,547733
110645004,290272.2560632945,547733
110645005,278665.8633123454,547733
110645006,296757.5457591961,547733
110645007,284664.2698739118,547733
110645008,276570.8292356846,547002
110645009,281500.1185365408,547733
110646001,295613.859093804,547733
110646002,303009.6928436945,547733
110646003,296420.52030600735,547733
110646004,296556.98480365454,547733
110646005,290796.76676264656,547733
110646006,292611.6738313332,547733
110646007,281346.60451611615,547733
110646008,281886.64883637213,547733
110646009,275674.41116863146,547733
110646010,277591.7573918188,547733
110646011,277398.536106483,547733
110646012,282131.18137904594,547733
110647001,255751.29459416674,547002
110647002,254916.4979672516,547002
110647003,252581.8362930563,547002
110647004,257244.45066610712,547002
110648001,260046.5458903096,547002
110648002,250176.74726675107,547002
110648003,268601.1591386165,547002
110648004,259546.49857539852,547002
110648005,268905.70328930876,547002
110648006,275439.70706601674,547002
110649001,262187.1421530743,547002
110649002,262667.16895212105,546771
110649003,254627.8207670394,546040
110649004,264969.3708814288,547733
110649005,265997.8243507308,547733
110649006,266099.3441911701,547002
110649007,273000.0932157569,547677
110650001,312219.64813361404,547733
110650002,318031.46197952423,547733
110650003,292983.55304527597,547733
110650004,309923.16379052226,547733
110650005,306244.7260198478,547677
110650006,304114.7738910895,547733
110650007,307680.58247525623,547733
110650008,305546.7095772916,547733
110650009,311383.00966991327,547733
110650010,295647.6422923745,547733
110650011,307268.9094793902,547733
110650012,289659.240153531,547733
110650013,303694.55658254214,547733
110650014,306328.68999203556,547733
110650015,305585.9830600342,547733
110650016,304432.7545350057,547733
110651001,263469.4893535833,546461
110651002,265948.5346593539,546461
110651003,270181.7673768857,546461
110651004,265244.51356970205,546461
110651005,261361.49470748066,546461
110651006,262873.4050541756,546461
110651007,269603.4323550534,547002
110651008,252262.33238983696,544692
110651009,258125.04503781872,546461
110652001,269412.74592493067,547002
110652002,259376.88807138003,547002
110652003,272859.90968672174,547002
110653001,263617.6718890733,546461
110653002,272862.14558251906,547002
110653003,251979.81729191483,546461
110653004,269236.2036949272,547002
110653005,263223.50153803115,547002
110653006,262060.68518272805,547002
110653007,241824.03499591025,545891
